description,poster,rating,title,votes
This modern version of Hans Christian Andersen's fairytale is charming. Ratso is a streetwise chancer of a rat whose theatre show is struggling. Then he finds an egg that hatches a mutant swan. Ratso soon sees the potential of showing Ugly as a freak. But things go awry when rodent heavies appear...,"https://m.media-amazon.com/images/M/MV5BOWFlYWJjMjUtN2JkMy00MjBlLWJiMGYtNDBjZTQxMzQzYjg0XkEyXkFqcGdeQXVyNTg4NDg5Nzg@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.4,The Ugly Duckling and Me!,2.5K
"A noble warrior seeks revenge against the ruler of his kingdom, who killed his father. At the same time, he also ends up upsetting the neighboring enemy kingdom's ruler.","https://m.media-amazon.com/images/M/MV5BOGJmYWYxODUtYjQxNy00YzFjLTk2OWQtMjVjNGQ2MzgzZjBiXkEyXkFqcGdeQXVyOTk3NTc2MzE@._V1_QL75_UY281_CR7,0,190,281_.jpg",6.3,Kochadaiiyaan,5K
"Follows the adventures of a female spy name Agent Xero, who works for an organization called the Modifyers. Using a special holographic ring to disguise her appearance, she and her robotic sidekick Mole work to thwart the plans of the evil Baron Vain. One of her favorite tactics is undermining him right under his nose, disguised as his favorite minion, the crafty Lace...","https://m.media-amazon.com/images/M/MV5BNWM2YWUwMzUtYTIwNC00MzBhLTk4NGItMGRhYmMzOWFiMGRkXkEyXkFqcGdeQXVyNTc3NjU4NDE@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.9,The Modifyers,231
"A team of bird-themed superhero ninjas battle the menace of Galactor, a technologically advanced international terrorist organization determined to conquer the world.","https://m.media-amazon.com/images/M/MV5BOTM3NzhiNjUtNGU1Ni00YmNkLWI3ZGQtYTlmYzczMmYzYWRhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg",7.8,Kagaku ninja tai Gatchaman,707
"Boonie Bears is a 3D animated comedy series presented by Fantawild Animation Inc. This light-hearted comic romp, designed for children between the ages of 4 and 12, is set in a lovely wooded wonderland in rural Northeast China. Though the surroundings might seem idyllic, deep in the heart of the region peace has been disrupted by the dastardly Logger Vick, who schemes...","https://m.media-amazon.com/images/M/MV5BZTk2NWM4NjktYjc3Ny00MTc1LWFlN2EtMDU1ZjhlZGU3YThhXkEyXkFqcGdeQXVyMjAyMDk2NTA@._V1_QL75_UY281_CR133,0,190,281_.jpg",6.3,Boonie Bears,60
"Following the incredible popularity of the novelty record ""The Chipmunk Song"", this animated series about the singing rodents was created. Manager David Seville spends his days taking care of his young chipmunk charges, Alvin, Simon and Theodore, as they regularly get into one type of trouble after another. Included in each episode was a cartoon featuring inventor Cly...","https://m.media-amazon.com/images/M/MV5BZmQ3Njk5MjktMTIwMC00ODc2LTkxODEtNDlhZTU3MjZmYjM4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR17,0,190,281_.jpg",7.4,The Alvin Show,250
"Konomi Kasahara, a junior high school girl, has made a big name after winning numerous competitive puzzle game tournaments. The story begins when she finds a sports climbing club in her high school. Using special skills other than that of puzzle games, Konomi becomes fascinated with climbing.","https://m.media-amazon.com/images/M/MV5BMDk4OGY5ZDAtN2VmNy00Y2UwLWE1YzYtNzNlN2VkMGJiMGY1XkEyXkFqcGdeQXVyNjczODM4MTc@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.1,Iwa Kakeru! Sport Climbing Girls,155
"Step into a universe of mystery and magic with Myth: A Frozen Tale, a new VR short film set in the world of Frozen 2.","https://m.media-amazon.com/images/M/MV5BYWFlMDdhNzktNmE1MC00NWM2LWEzOTMtYmE4NjRhYWYxNzJjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.8,Myth: A Frozen Tale,315
"Digital short that sees the self-proclaimed ""World's Greatest Spy"" (Sterling Archer), come face-to-face with Kingsman super agent, Gary ""Eggsy"" Unwin. Debuted exclusively at San Diego Comic-Con (2017).","https://m.media-amazon.com/images/M/MV5BYjg5ZTFhYzUtMzE5OS00MjVjLWJmMTctNTM0NGJjZmFiOWQ1XkEyXkFqcGdeQXVyMTg3NTA2NzI@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.2,#TBT to That Time Archer Met Kingsman,55
When the sun got tired of the humans it decided to hide and never rise again. The darkness awoke the dead from their graves. A zombie kid called Gloomy and a mortal girl called Nena fall in love and immerse in a deep connection.,"https://m.media-amazon.com/images/M/MV5BNTUyNzI2MTU1N15BMl5BanBnXkFtZTgwMjM5Nzc0NzM@._V1_QL75_UX190_CR0,0,190,281_.jpg",7.9,Gloomy Eyes,58
"When a mysterious black goop reaches his idyllic undersea town, a brave and selfless parrot fish must cross the ocean to find its source and fix it before his coral reef is destroyed.","https://m.media-amazon.com/images/M/MV5BMTNhZjdmNTAtYmM2Mi00OTBkLWJhOWItYmI1MzJhYjczNzRlXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR8,0,190,281_.jpg",3.4,Go Fish,125
"A ""Guardian of Death"" is investigating a series of what seem to be vampire attacks in Nagasaki.","https://m.media-amazon.com/images/M/MV5BOTNkNGI1YjUtNjg3Yy00ZjdhLWIzYjItNWJlNzg4ZDAxYzU3XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.3,Yami no matsuei,359
"A baby wolf is left on the doorstep of the three little pigs, so they raise him as their own.","https://m.media-amazon.com/images/M/MV5BYzMwNzdmNWMtZDlkNS00MmI1LTk2MjUtOWQxYzQzNGUyZjI1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.2,Unstable Fables: 3 Pigs & a Baby,752
"TWWOTA was a 65-episode syndicated package consisting of 195 seven-minute cartoon shorts. These shorts fell into 7 story categories: ""Tex Avery"", ""Einstone"", ""Genghis and Khannie"", ""Freddy the Fly"", ""Maurice and Mooch"", ""Power Pooch"" and ""Pompeii Pete"".","https://m.media-amazon.com/images/M/MV5BMTU3MzM2ODAzNV5BMl5BanBnXkFtZTgwODk2MTcyOTE@._V1_QL75_UY281_CR93,0,190,281_.jpg",4.8,The Wacky World of Tex Avery,300
"Heizou Hasegawa, chief officer charged with sustaining safety, suppresses evils that are threatening a peaceful Edo.","https://m.media-amazon.com/images/M/MV5BNWFhYjcyOTQtZTc1NC00MWY1LWIyYzktZmY2Zjg0NDEzNDFmL2ltYWdlXkEyXkFqcGdeQXVyNzA2MTUzMzM@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.8,Onihei,310
"Mother Up! is an animated comedy series chronicling the misguided attempts at parenthood of Rudi Wilson (Longoria), a disgraced former music exec, as she transitions from the towers of Manhattan to the carpool lane of suburbia.","https://m.media-amazon.com/images/M/MV5BMjA1OTUyNTQ0OF5BMl5BanBnXkFtZTgwMTUxOTIyMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.6,Mother Up!,548
"Amidst the rain in a singing city, two umbrellas - one blue, one not - fall eternally in love.","https://m.media-amazon.com/images/M/MV5BOGY5ZDA4MDEtNWIzNi00YjkxLWE3Y2EtNmJiNzBhOWEyMWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.6,The Blue Umbrella,9.6K
"Young boy Bastian helps yet again the Childlike Empress and her people of Fantasia, an imagination land that can be accessed and influenced through a magic never ending book called The Neverending Story, because the horrifying Nothing and other villains still threaten it. In the process, Bastian learns valuable lessons and gains many magical friends.","https://m.media-amazon.com/images/M/MV5BMjAxMzI1NDkzNV5BMl5BanBnXkFtZTgwNzM2MzgwMzE@._V1_QL75_UY281_CR93,0,190,281_.jpg",6.3,The Neverending Story,252
"Meet Blues Jake, Jay and Jim, rambunctious bluebird triplets with big ideas that wildly succeed or hilariously fail. But no matter what happens, this fun feathered trio ALWAYS bounces back - except when the Hatchlings show up. Cute, clueless and gullible, the lovable flock of baby birds unwittingly makes things worse for the Blues in the most adorable way. Unfazed, th...","https://m.media-amazon.com/images/M/MV5BYTViMTliMDAtODk4OC00ZWZhLTkzZjctMDlkODZiODNjZTYzXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg",6.3,Angry Birds Blues,168
"Rival book salesmen Bugs Bunny and Daffy Duck are forced by Sultan Yosemite Sam to read fairy tales to his spoiled, selfish son, Prince Abba-Dabba.","https://m.media-amazon.com/images/M/MV5BZGRhMTA3ODQtNTY0ZC00NjRlLWJjYzQtZDAxYWJmMzc5NDBlXkEyXkFqcGdeQXVyODUyMjAzMDc@._V1_QL75_UX190_CR0,4,190,281_.jpg",7.1,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1.9K
"Santa Claus and his favourite deer stuck on the apex of high mountain, Mickey and Donald hurry for help.","https://m.media-amazon.com/images/M/MV5BMGMwZDA0ZjEtYWNhZS00YWE4LTllZDYtOThkMDRkNjFjOTBlXkEyXkFqcGdeQXVyNTc0NjY1ODk@._V1_QL75_UY281_CR93,0,190,281_.jpg",6.2,Mickey Saves Santa and Other Mouseketales,58
"Tony and Jose are best friends and petty crooks, but tension strikes the duo when Jose falls for the rich Clemence and wants to go straight.","https://m.media-amazon.com/images/M/MV5BNTQ5MTg4Mjk5Nl5BMl5BanBnXkFtZTcwNjY1NDExOQ@@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.0,Lascars,1.5K
"Internet Historian takes a look back on past events that happened on, or because of the internet.","https://m.media-amazon.com/images/M/MV5BMjcyZmUzMzQtYTE2MC00OTM1LWI1NmQtNGU0NzE5MzJmYzk5XkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_QL75_UY281_CR46,0,190,281_.jpg",9.2,Internet Historian,495
"Welcome to the gayest of gay ghettos, West Lahunga Beach, where Rick and Steve make their fabulously decorated double-income-no-kids home. That is until Rick's lifelong lesbian friend Kirsten asks him to be the father of her child. There's just one catch, Kirsten's wife Dana and Rick's husband Steve are mortal enemies. The insults fly, nothing goes unspoken, and the u...","https://m.media-amazon.com/images/M/MV5BMTQzMDY0MTM4N15BMl5BanBnXkFtZTcwNTMyNDYzMg@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.1,Rick & Steve the Happiest Gay Couple in All the World,956
"Wallace introduces correspondents, inventors and experts who explain various real-life contraptions, inventions and scientific accomplishments.","https://m.media-amazon.com/images/M/MV5BZTE3MzhjNjgtZTI2NC00ZDRkLWFmNGMtYTcyYWUxM2QwN2E2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Wallace and Gromit's World of Invention,843
Condorito embarks in a hilarious adventure to save the planet and his loved ones from an evil alien.,"https://m.media-amazon.com/images/M/MV5BZWQxN2E4ZWYtY2QzYS00ZWE1LWJhYjktYTkwZDVhN2U1OGNiXkEyXkFqcGdeQXVyMTI5NzYzNzI0._V1_QL75_UY281_CR0,0,190,281_.jpg",5.3,Condorito: La Película,837
Everything you always wanted to know about pornography (but were afraid to ask),"https://m.media-amazon.com/images/M/MV5BMmM2NGViYmMtNGZjMi00MzY4LWI0N2UtMzFmN2Y1MzUwZjFlXkEyXkFqcGdeQXVyMjIxMTk4Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.3,Pornography,35
Golden has no control over his life. Fox has made mistakes. Chica has no friends. Bonnie is constantly bullied. And Freddy has a secret. Will this gang of misfits win the spring event? And what will they have to face in the way?,"https://m.media-amazon.com/images/M/MV5BMmNlYWJmODEtOGJmYi00NzNkLThmNjEtZDQ1YjZmYzRmNTc0XkEyXkFqcGdeQXVyNjg3MDM4Mzc@._V1_QL75_UY281_CR18,0,190,281_.jpg",3.6,Five Nights at Freddy's: High School,94
"Tom is dressed up and treated like a baby by the little girl of the house, and he hates it aside from the bottle of milk, that is. Jerry brings in some alley cats, who tease Tom.","https://m.media-amazon.com/images/M/MV5BNDI0Yjk4NTEtY2U5My00MmVmLTllMjUtNGI4NmVjZGNkOTdmXkEyXkFqcGdeQXVyNjMxODMyODU@._V1_QL75_UX190_CR0,8,190,281_.jpg",7.5,Baby Puss,1.2K
"A motion comic follow-up to a chapter from Abraham Lincoln Vampire Hunter novel where Abe's friend, Edgar Allan Poe, tells him the tale of historical Hungarian countess Elizabeth Bathory, often tied to vampire legends due to her brutality.","https://m.media-amazon.com/images/M/MV5BMTAyN2JiMTYtNGEyZS00NGY1LTk1ZDItNjhhYjVjYzM4Mjc0XkEyXkFqcGdeQXVyNjgwMjEzMjA@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.1,Abraham Lincoln Vampire Hunter: The Great Calamity,136
"When the earth is made, the four different organisms was created as Rabbids.","https://m.media-amazon.com/images/M/MV5BMzcxOTcxNjgtZTM3Zi00N2YyLTlhY2MtYjY5NDQxNjhmNzAyXkEyXkFqcGdeQXVyMjI3MDQ5NDY@._V1_QL75_UY281_CR3,0,190,281_.jpg",5.0,Rabbids Invasion,1.6K
"Out of the ordinary, our Italian plumber Luigi encounters a hostile alien soldier with the intentions of harming the Mario brothers. It is up to Luigi and Mario to stop the Combine Soldier from wreaking havoc and destruction.","https://m.media-amazon.com/images/M/MV5BMWJlZjNmZGYtMjBiNi00MDgyLTk5NzYtNjI4NjRlODM0YzE4XkEyXkFqcGdeQXVyMzY2MzM4NzM@._V1_QL75_UX190_CR0,4,190,281_.jpg",8.3,Luigi Meets a Combine Soldier,9
"Blue, a puppet dog with the ability to talk, and her brother Sprinkles dance and sing in their magical playroom.","https://m.media-amazon.com/images/M/MV5BMTQ3NzQyMDMxNV5BMl5BanBnXkFtZTgwNTEzOTg1NTE@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.3,Blue's Room,155
"Nobita and Doraemon find a giant robot in pieces, which they later assemble and it turns out to be a destructive weapon. A girl comes searching for the robot. Will Nobita and gang be able to save earth from imminent invasion.","https://m.media-amazon.com/images/M/MV5BODE3YWMyMGUtNWVlYy00ZGU0LWI3NDQtOWJhNjM5MDUyZWI1XkEyXkFqcGdeQXVyNTkwMDE1NjQ@._V1_QL75_UY281_CR81,0,190,281_.jpg",7.7,Eiga Doraemon Shin Nobita to tetsujin heidan: Habatake tenshitachi,1K
"Set of characters in a smoking lounge reflect over daily existence, societal curiosities conversing about various topics with people they have never met before.","https://m.media-amazon.com/images/M/MV5BMjA3MjgwMTc4OV5BMl5BanBnXkFtZTgwOTkzMDQ1NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.1,Midnight Delight,55
"Storm Hawks is set in a fantastical world where squadrons of high-flying Sky Knights battle to protect their air turf. Five mismatched teens have found the wreckage of legendary sky knight squadron The Storm Hawks, and now, armed with transforming flying motorcycles, these punks are dog-fighting some of the nastiest villains ever to hit the skies. Too young for fear (...","https://m.media-amazon.com/images/M/MV5BZDA1ZjExNmUtMThjMS00MmM2LWJhM2EtOWY1YTM1ZTAzNjBhXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_QL75_UY281_CR16,0,190,281_.jpg",7.1,Storm Hawks,717
"A valiant knight, Dirk the Daring is on a quest to rescue the fair princess from the clutches of an evil dragon.","https://m.media-amazon.com/images/M/MV5BZjdkYWUyMWMtZmI5NC00MWM0LWJkNGEtNzIyOGQxZjIwYzhiXkEyXkFqcGdeQXVyMTMzNTIxMTA@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.6,Dragon's Lair,556
The adventures of a spunky 8-year old technophile.,"https://m.media-amazon.com/images/M/MV5BNDJhYzQyYWUtZjlmZi00MzE1LTljMTAtMWQ3ZGJjN2NlNDVjXkEyXkFqcGdeQXVyNzcyMTE4NzU@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.2,Dot.,49
"The stage is set during the 19th century London, in its capital where a wall divides the east and west of the Kingdom of Albion. Five high school girls, who enrolled in the prestigious Queens May Fair School, are involved in spy activities that involve disguise, infiltration, car chase, and more. These girls take advantage of their special abilities and fly around the...","https://m.media-amazon.com/images/M/MV5BMWQ3ZGI5ZjYtODAzMi00MGM4LWJkYjctODA2ZDgzZGM5NmI5XkEyXkFqcGdeQXVyNjkzNzg5Njg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,Princess Principal,378
Doctor Strange and a team of monsters must help the Hulk overcome his dream self in order to defeat Nightmare on Halloween night.,"https://m.media-amazon.com/images/M/MV5BZGUwMTc5ZjUtNDJkOC00MTI0LTk0ZDUtN2IzNTJjOGQxZGUwXkEyXkFqcGdeQXVyMzIyMDc0Nw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.4,Hulk: Where Monsters Dwell,1.1K
"During a travel exploring the ocean aboard the Mini Merry II, Brook asks about the previous ship of the Straw Hats. His companions then tell him the story of their first ship, the Going Merry. This special is an abridged version with new animation of the Water 7 and Enies Lobby arcs.","https://m.media-amazon.com/images/M/MV5BZTgxYTQ0ZGMtNTVkZC00ZDNiLWJiMzAtZGZiMWM1ZjJlNDU2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR14,0,190,281_.jpg",8.1,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,667
"Mat the police car and Franck the fire truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gets into a trouble, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol in solving the mysteries of Car City.","https://m.media-amazon.com/images/M/MV5BZDU5OTkxN2EtOWU0MC00NjUzLWJjYWItYmY1MTFiYTIzZjU0XkEyXkFqcGdeQXVyODg1Njg2Njc@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.3,Car Patrol of Car City,37
"Meet Hanna, a teenage girl, and her unconventional family. Hanna's family consists of Mana, her mother, who is a painter. Her father, Gavin, is a gay fashion designer. Hanna's stepfather, Beyers, is a seasoned actor. Tibo is Hanna's half brother. Then there is Amos who is eight, and his brother, the sixteen year old Yann, compliments of Beyers and ex-wife Margot. Hann...","https://m.media-amazon.com/images/M/MV5BNTNjMDYzNzQtZjkzNi00YzkzLThjYTYtZjFhODJiNDZhYmRlXkEyXkFqcGdeQXVyNjcwNzkwNDU@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.7,Die Ongelooflike Avonture van Hanna Hoekom,82
"In a chaotic future Tokyo, a young aspiring chef is employed by four beautiful mercenaries.","https://m.media-amazon.com/images/M/MV5BODdkZmM1OGEtZmQ4ZS00OTAxLWI5NzktMjJlZjI1ZmY2Yzc0XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UX190_CR0,2,190,281_.jpg",6.6,Bakuretsu tenshi,672
The perpetually horny Ryohei begins working for an adult magazine when he has a chance encounter with an undercover reporter and seeks to prove to her that he's a competent lover.,"https://m.media-amazon.com/images/M/MV5BMTk5MzU2NDI2MF5BMl5BanBnXkFtZTcwMzg4MjgyMQ@@._V1_QL75_UX190_CR0,36,190,281_.jpg",6.2,The Incredible Gokai Video Junk Boy,102
"""Tales from the Crisper"": Junior Asparagus, after watching a scary Frankencelery movie, is afraid to go to sleep; he gets help from Bob the Tomato and Larry the Cucumber, who teach him that God is bigger than anything he might be afraid of. ""Daniel and the Lion's Den"": Daniel becomes King Darius' trusted advisor, but some jealous scallions throw Daniel into the lion's...","https://m.media-amazon.com/images/M/MV5BMTkzOTEyMjAyMl5BMl5BanBnXkFtZTcwNTE1NzQyMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.5,VeggieTales: Where's God When I'm S-Scared?,817
"The Toa Metru return to Metru Nui to rescue the remaining sleeping Matoran, only to find it overrun by the spider-like Visorak horde and its ruthless, sadistic rulers, Sidorak and Roodaka.","https://m.media-amazon.com/images/M/MV5BMTY3MTAwMjI5MF5BMl5BanBnXkFtZTcwODMxNTAzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.8,Bionicle 3: Web of Shadows,1.3K
"Now living in a cozy Tuscan Villa with his wife and their two children, Ezio spends his time enjoying the company of family, old friends, and cultivating his vineyards. The life of this former Assassin Mentor will not stay quiet for long. One day, a mysterious Assassin shows up at Ezio's door quite unexpectedly, begging for Ezio's aid. Will this old Assassin's fire di...","https://m.media-amazon.com/images/M/MV5BNzVlMDFmMjctMjViNC00NGFjLWE1NzgtOTA4NDA2OTBkMjliXkEyXkFqcGdeQXVyNTI2NTY2MDI@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.6,Assassin's Creed: Embers,2.2K
"Momo, a high school student, is torn between two love interests, each of whom possess great qualities.","https://m.media-amazon.com/images/M/MV5BYTdiNjM2MzYtMzllNy00MWVhLWEzNzUtNzE4YzZiOWQ2Y2ZkXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Pîchi gâru,386
the misadventures of a friendly gator.,"https://m.media-amazon.com/images/M/MV5BNWZkYjQzNzUtYTEwZS00ZjBlLWFkZWUtODM2ZDk2OTEwOWJmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR15,0,190,281_.jpg",6.4,Wally Gator,538
